"","external_gene_name","description","gene_biotype"
"19302","Togaram2","TOG array regulator of axonemal microtubules 2 [Source:MGI Symbol;Acc:MGI:2443498]","protein_coding"
"19303","Hells","helicase, lymphoid specific [Source:MGI Symbol;Acc:MGI:106209]","protein_coding"
"19304","Lmod1","leiomodin 1 (smooth muscle) [Source:MGI Symbol;Acc:MGI:2135671]","protein_coding"
"19305","Tcf24","transcription factor 24 [Source:MGI Symbol;Acc:MGI:3780500]","protein_coding"
"19306","Tmem63c","transmembrane protein 63c [Source:MGI Symbol;Acc:MGI:2444386]","protein_coding"
"19307","Ubtd1","ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]","protein_coding"
"19308","Prdx3","peroxiredoxin 3 [Source:MGI Symbol;Acc:MGI:88034]","protein_coding"
"19309","Fas","Fas cell surface death receptor [Source:MGI Symbol;Acc:MGI:95484]","protein_coding"
"19310","Pnlip","pancreatic lipase [Source:MGI Symbol;Acc:MGI:97722]","protein_coding"
"19311","Cplx2","complexin 2 [Source:MGI Symbol;Acc:MGI:104726]","protein_coding"
"19312","Ms4a4b","membrane-spanning 4-domains, subfamily A, member 4B [Source:MGI Symbol;Acc:MGI:1913083]","protein_coding"
"19313","Srd5a2","steroid 5 alpha-reductase 2 [Source:MGI Symbol;Acc:MGI:2150380]","protein_coding"
"19314","Adamts1","ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:MGI Symbol;Acc:MGI:109249]","protein_coding"
"19315","Tmem134","transmembrane protein 134 [Source:MGI Symbol;Acc:MGI:1914240]","protein_coding"
"19316","Cacng1","calcium channel, voltage-dependent, gamma subunit 1 [Source:MGI Symbol;Acc:MGI:1206582]","protein_coding"
"19317","Dclre1a","DNA cross-link repair 1A [Source:MGI Symbol;Acc:MGI:1930042]","protein_coding"
"19318","Pdcd4","programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]","protein_coding"
"19319","Shc3","src homology 2 domain-containing transforming protein C3 [Source:MGI Symbol;Acc:MGI:106179]","protein_coding"
"19320","Dcdc2a","doublecortin domain containing 2a [Source:MGI Symbol;Acc:MGI:2652818]","protein_coding"
"19321","Col22a1","collagen, type XXII, alpha 1 [Source:MGI Symbol;Acc:MGI:1916950]","protein_coding"
"19322","Cdhr4","cadherin-related family member 4 [Source:MGI Symbol;Acc:MGI:1916648]","protein_coding"
"19323","Vgf","VGF nerve growth factor inducible [Source:MGI Symbol;Acc:MGI:1343180]","protein_coding"
"19324","Borcs7","BLOC-1 related complex subunit 7 [Source:MGI Symbol;Acc:MGI:1913689]","protein_coding"
"19325","Pcnx3","pecanex homolog 3 [Source:MGI Symbol;Acc:MGI:1861733]","protein_coding"
"19326","Snorc","secondary ossification center associated regulator of chondrocyte maturation [Source:MGI Symbol;Acc:MGI:1920484]","protein_coding"
"19327","Adamts4","ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:MGI Symbol;Acc:MGI:1339949]","protein_coding"
"19328","Mxi1","MAX interactor 1, dimerization protein [Source:MGI Symbol;Acc:MGI:97245]","protein_coding"
"19329","Npy","neuropeptide Y [Source:MGI Symbol;Acc:MGI:97374]","protein_coding"
"19330","Ptprb","protein tyrosine phosphatase receptor type B [Source:MGI Symbol;Acc:MGI:97809]","protein_coding"
"19331","Uox","urate oxidase [Source:MGI Symbol;Acc:MGI:98907]","protein_coding"
"19332","Adcy4","adenylate cyclase 4 [Source:MGI Symbol;Acc:MGI:99674]","protein_coding"
"19333","Upk3b","uroplakin 3B [Source:MGI Symbol;Acc:MGI:2140882]","protein_coding"
"19334","Actl6b","actin-like 6B [Source:MGI Symbol;Acc:MGI:1933548]","protein_coding"
"19335","Zfp366","zinc finger protein 366 [Source:MGI Symbol;Acc:MGI:2178429]","protein_coding"
"19336","Rcan2","regulator of calcineurin 2 [Source:MGI Symbol;Acc:MGI:1858219]","protein_coding"
"19337","Cyp2d9","cytochrome P450, family 2, subfamily d, polypeptide 9 [Source:MGI Symbol;Acc:MGI:88606]","protein_coding"
"19338","Spata31d1a","spermatogenesis associated 31 subfamily D, member 1A [Source:MGI Symbol;Acc:MGI:1919469]","protein_coding"
"19339","Slc17a2","solute carrier family 17 (sodium phosphate), member 2 [Source:MGI Symbol;Acc:MGI:2443098]","protein_coding"
"19340","Moxd1","monooxygenase, DBH-like 1 [Source:MGI Symbol;Acc:MGI:1921582]","protein_coding"
"19341","Col1a2","collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]","protein_coding"
"19342","Zglp1","zinc finger, GATA-like protein 1 [Source:MGI Symbol;Acc:MGI:3696042]","protein_coding"
"19343","Galr3","galanin receptor 3 [Source:MGI Symbol;Acc:MGI:1329003]","protein_coding"
"19344","Ppp1r1a","protein phosphatase 1, regulatory inhibitor subunit 1A [Source:MGI Symbol;Acc:MGI:1889595]","protein_coding"
"19345","Cd33","CD33 molecule [Source:MGI Symbol;Acc:MGI:99440]","protein_coding"
"19346","Sucnr1","succinate receptor 1 [Source:MGI Symbol;Acc:MGI:1934135]","protein_coding"
"19347","Plpp7","phospholipid phosphatase 7 (inactive) [Source:MGI Symbol;Acc:MGI:2445183]","protein_coding"
"19348","Radil","Ras association and DIL domains [Source:MGI Symbol;Acc:MGI:2443088]","protein_coding"
"19349","Efna4","ephrin A4 [Source:MGI Symbol;Acc:MGI:106643]","protein_coding"
"19350","Acot4","acyl-CoA thioesterase 4 [Source:MGI Symbol;Acc:MGI:2159621]","protein_coding"
"19351","Alkal2","ALK and LTK ligand 2 [Source:MGI Symbol;Acc:MGI:3697448]","protein_coding"
"19352","Rasd2","RASD family, member 2 [Source:MGI Symbol;Acc:MGI:1922391]","protein_coding"
"19353","Synpo2l","synaptopodin 2-like [Source:MGI Symbol;Acc:MGI:1916010]","protein_coding"
"19354","Camkv","CaM kinase-like vesicle-associated [Source:MGI Symbol;Acc:MGI:2384296]","protein_coding"
"19355","P2ry2","purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]","protein_coding"
"19356","Klra8","killer cell lectin-like receptor, subfamily A, member 8 [Source:MGI Symbol;Acc:MGI:102968]","protein_coding"
"19357","Wtip","WT1 interacting protein [Source:MGI Symbol;Acc:MGI:2141920]","protein_coding"
"19358","Fndc1","fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905]","protein_coding"
"19359","Oas1e","2'-5' oligoadenylate synthetase 1E [Source:MGI Symbol;Acc:MGI:2180856]","protein_coding"
"19360","Pilra","paired immunoglobin-like type 2 receptor alpha [Source:MGI Symbol;Acc:MGI:2450529]","protein_coding"
"19361","Try4","trypsin 4 [Source:MGI Symbol;Acc:MGI:102757]","protein_coding"
"19362","Matn1","matrilin 1, cartilage matrix protein [Source:MGI Symbol;Acc:MGI:106591]","protein_coding"
"19363","Fam229a","family with sequence similarity 229, member A [Source:MGI Symbol;Acc:MGI:1915483]","protein_coding"
"19364","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]","protein_coding"
"19365","Hapln3","hyaluronan and proteoglycan link protein 3 [Source:MGI Symbol;Acc:MGI:1914916]","protein_coding"
"19366","Ces1c","carboxylesterase 1C [Source:MGI Symbol;Acc:MGI:95420]","protein_coding"
"19367","Serpina11","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11 [Source:MGI Symbol;Acc:MGI:2685741]","protein_coding"
"19368","Sh3rf3","SH3 domain containing ring finger 3 [Source:MGI Symbol;Acc:MGI:2444637]","protein_coding"
"19369","Arhgap22","Rho GTPase activating protein 22 [Source:MGI Symbol;Acc:MGI:2443418]","protein_coding"
"19370","Bean1","brain expressed, associated with Nedd4, 1 [Source:MGI Symbol;Acc:MGI:1929597]","protein_coding"
"19371","Thpo","thrombopoietin [Source:MGI Symbol;Acc:MGI:101875]","protein_coding"
"19372","Rgl3","ral guanine nucleotide dissociation stimulator-like 3 [Source:MGI Symbol;Acc:MGI:1918996]","protein_coding"
"19373","Pth1r","parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801]","protein_coding"
"19374","Ido2","indoleamine 2,3-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:2142489]","protein_coding"
"19375","Tulp1","TUB like protein 1 [Source:MGI Symbol;Acc:MGI:109571]","protein_coding"
"19376","Grifin","galectin-related inter-fiber protein [Source:MGI Symbol;Acc:MGI:1925248]","protein_coding"
"19377","Zc2hc1b","zinc finger, C2HC-type containing 1B [Source:MGI Symbol;Acc:MGI:1922372]","protein_coding"
"19378","Armc12","armadillo repeat containing 12 [Source:MGI Symbol;Acc:MGI:1914895]","protein_coding"
"19379","Fbln5","fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091]","protein_coding"
"19380","Macc1","metastasis associated in colon cancer 1 [Source:MGI Symbol;Acc:MGI:2685113]","protein_coding"
"19381","Snx31","sorting nexin 31 [Source:MGI Symbol;Acc:MGI:1913946]","protein_coding"
"19382","Htr5b","5-hydroxytryptamine (serotonin) receptor 5B [Source:MGI Symbol;Acc:MGI:96284]","protein_coding"
"19383","Ccna1","cyclin A1 [Source:MGI Symbol;Acc:MGI:108042]","protein_coding"
"19384","Spata45","spermatogenesis associated 45 [Source:MGI Symbol;Acc:MGI:1922808]","protein_coding"
"19385","Ano4","anoctamin 4 [Source:MGI Symbol;Acc:MGI:2443344]","protein_coding"
"19386","Mpp3","membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) [Source:MGI Symbol;Acc:MGI:1328354]","protein_coding"
"19387","Car3","carbonic anhydrase 3 [Source:MGI Symbol;Acc:MGI:88270]","protein_coding"
"19388","Ltbp2","latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]","protein_coding"
"19389","Kif26b","kinesin family member 26B [Source:MGI Symbol;Acc:MGI:2447076]","protein_coding"
"19390","Aox1","aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]","protein_coding"
"19391","Nps","neuropeptide S [Source:MGI Symbol;Acc:MGI:3642232]","protein_coding"
"19392","Btn2a2","butyrophilin, subfamily 2, member A2 [Source:MGI Symbol;Acc:MGI:3606486]","protein_coding"
"19393","4933430I17Rik","RIKEN cDNA 4933430I17 gene [Source:MGI Symbol;Acc:MGI:3045314]","protein_coding"
"19394","Diras2","DIRAS family, GTP-binding RAS-like 2 [Source:MGI Symbol;Acc:MGI:1915453]","protein_coding"
"19395","Il17d","interleukin 17D [Source:MGI Symbol;Acc:MGI:2446510]","protein_coding"
"19396","Nefl","neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]","protein_coding"
"19397","Chat","choline O-acetyltransferase [Source:MGI Symbol;Acc:MGI:88392]","protein_coding"
"19398","Btn1a1","butyrophilin, subfamily 1, member A1 [Source:MGI Symbol;Acc:MGI:103118]","protein_coding"
"19399","Cfap69","cilia and flagella associated protein 69 [Source:MGI Symbol;Acc:MGI:2443778]","protein_coding"
"19400","Myocd","myocardin [Source:MGI Symbol;Acc:MGI:2137495]","protein_coding"
"19401","Papln","papilin, proteoglycan-like sulfated glycoprotein [Source:MGI Symbol;Acc:MGI:2386139]","protein_coding"
"19402","Ppp1r1c","protein phosphatase 1, regulatory inhibitor subunit 1C [Source:MGI Symbol;Acc:MGI:1923185]","protein_coding"
"19403","1700034J05Rik","RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]","protein_coding"
"19404","Nppa","natriuretic peptide type A [Source:MGI Symbol;Acc:MGI:97367]","protein_coding"
"19405","Gabrd","gamma-aminobutyric acid (GABA) A receptor, subunit delta [Source:MGI Symbol;Acc:MGI:95622]","protein_coding"
"19406","Map3k6","mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]","protein_coding"
"19407","S100a7a","S100 calcium binding protein A7A [Source:MGI Symbol;Acc:MGI:2687194]","protein_coding"
"19408","Cfap97d1","CFAP97 domain containing 1 [Source:MGI Symbol;Acc:MGI:1922687]","protein_coding"
"19409","Nudt17","nudix hydrolase 17 [Source:MGI Symbol;Acc:MGI:1925623]","protein_coding"
"19410","Ak1","adenylate kinase 1 [Source:MGI Symbol;Acc:MGI:87977]","protein_coding"
"19411","Sult3a1","sulfotransferase family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1931469]","protein_coding"
"19412","Mustn1","musculoskeletal, embryonic nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1913425]","protein_coding"
"19413","Dnah1","dynein, axonemal, heavy chain 1 [Source:MGI Symbol;Acc:MGI:107721]","protein_coding"
"19414","Folr2","folate receptor beta [Source:MGI Symbol;Acc:MGI:95569]","protein_coding"
"19415","Mlip","muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]","protein_coding"
"19416","C1qb","complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]","protein_coding"
"19417","Got1l1","glutamic-oxaloacetic transaminase 1-like 1 [Source:MGI Symbol;Acc:MGI:1923865]","protein_coding"
"19418","Pdlim3","PDZ and LIM domain 3 [Source:MGI Symbol;Acc:MGI:1859274]","protein_coding"
"19419","Bdnf","brain derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:88145]","protein_coding"
"19420","Mrap2","melanocortin 2 receptor accessory protein 2 [Source:MGI Symbol;Acc:MGI:3609239]","protein_coding"
"19421","Celf3","CUGBP, Elav-like family member 3 [Source:MGI Symbol;Acc:MGI:1926034]","protein_coding"
"19422","Pebp4","phosphatidylethanolamine binding protein 4 [Source:MGI Symbol;Acc:MGI:1920773]","protein_coding"
"19423","Rilp","Rab interacting lysosomal protein [Source:MGI Symbol;Acc:MGI:2144271]","protein_coding"
"19424","Mylk2","myosin, light polypeptide kinase 2, skeletal muscle [Source:MGI Symbol;Acc:MGI:2139434]","protein_coding"
"19425","Baat","bile acid-Coenzyme A: amino acid N-acyltransferase [Source:MGI Symbol;Acc:MGI:106642]","protein_coding"
"19426","Adam5","a disintegrin and metallopeptidase domain 5 [Source:MGI Symbol;Acc:MGI:104730]","protein_coding"
"19427","Adam21","a disintegrin and metallopeptidase domain 21 [Source:MGI Symbol;Acc:MGI:1861229]","protein_coding"
"19428","Plpp4","phospholipid phosphatase 4 [Source:MGI Symbol;Acc:MGI:2685936]","protein_coding"
"19429","Neu4","sialidase 4 [Source:MGI Symbol;Acc:MGI:2661364]","protein_coding"
"19430","Trpc7","transient receptor potential cation channel, subfamily C, member 7 [Source:MGI Symbol;Acc:MGI:1349470]","protein_coding"
"19431","Myorg","myogenesis regulating glycosidase (putative) [Source:MGI Symbol;Acc:MGI:2140300]","protein_coding"
"19432","Ttc34","tetratricopeptide repeat domain 34 [Source:MGI Symbol;Acc:MGI:2445205]","protein_coding"
"19433","Chst5","carbohydrate sulfotransferase 5 [Source:MGI Symbol;Acc:MGI:1931825]","protein_coding"
"19434","Tex29","testis expressed 29 [Source:MGI Symbol;Acc:MGI:1922778]","protein_coding"
"19435","Rslcan18","regulator of sex-limitation candidate 18 [Source:MGI Symbol;Acc:MGI:5433745]","protein_coding"
"19436","Tbx4","T-box 4 [Source:MGI Symbol;Acc:MGI:102556]","protein_coding"
"19437","Rfx6","regulatory factor X, 6 [Source:MGI Symbol;Acc:MGI:2445208]","protein_coding"
"19438","Lrrc36","leucine rich repeat containing 36 [Source:MGI Symbol;Acc:MGI:2448585]","protein_coding"
"19439","Lingo4","leucine rich repeat and Ig domain containing 4 [Source:MGI Symbol;Acc:MGI:2444651]","protein_coding"
"19440","Sctr","secretin receptor [Source:MGI Symbol;Acc:MGI:2441720]","protein_coding"
"19441","Htr1d","5-hydroxytryptamine (serotonin) receptor 1D [Source:MGI Symbol;Acc:MGI:96276]","protein_coding"
"19442","Rxfp2","relaxin/insulin-like family peptide receptor 2 [Source:MGI Symbol;Acc:MGI:2153463]","protein_coding"
"19443","Rd3","retinal degeneration 3 [Source:MGI Symbol;Acc:MGI:1921273]","protein_coding"
"19444","Eln","elastin [Source:MGI Symbol;Acc:MGI:95317]","protein_coding"
"19445","Acot3","acyl-CoA thioesterase 3 [Source:MGI Symbol;Acc:MGI:2159619]","protein_coding"
"19446","Wt1","WT1 transcription factor [Source:MGI Symbol;Acc:MGI:98968]","protein_coding"
"19447","Corin","corin, serine peptidase [Source:MGI Symbol;Acc:MGI:1349451]","protein_coding"
"19448","Cyp4a10","cytochrome P450, family 4, subfamily a, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88611]","protein_coding"
"19449","Mchr1","melanin-concentrating hormone receptor 1 [Source:MGI Symbol;Acc:MGI:2180756]","protein_coding"
"19450","Asb18","ankyrin repeat and SOCS box-containing 18 [Source:MGI Symbol;Acc:MGI:2655109]","protein_coding"
"19451","Zp3r","zona pellucida 3 receptor [Source:MGI Symbol;Acc:MGI:104965]","protein_coding"
"19452","Elfn1","leucine rich repeat and fibronectin type III, extracellular 1 [Source:MGI Symbol;Acc:MGI:2442479]","protein_coding"
"19453","Ttpa","tocopherol (alpha) transfer protein [Source:MGI Symbol;Acc:MGI:1354168]","protein_coding"
"19454","Bcl2a1a","B cell leukemia/lymphoma 2 related protein A1a [Source:MGI Symbol;Acc:MGI:102687]","protein_coding"
"19455","Ubd","ubiquitin D [Source:MGI Symbol;Acc:MGI:1344410]","protein_coding"
"19456","C130050O18Rik","RIKEN cDNA C130050O18 gene [Source:MGI Symbol;Acc:MGI:2442694]","protein_coding"
"19457","Rab44","RAB44, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:3045302]","protein_coding"
"19458","Amotl1","angiomotin-like 1 [Source:MGI Symbol;Acc:MGI:1922973]","protein_coding"
"19459","Zfp987","zinc finger protein 987 [Source:MGI Symbol;Acc:MGI:3702694]","protein_coding"
"19460","Elfn2","leucine rich repeat and fibronectin type III, extracellular 2 [Source:MGI Symbol;Acc:MGI:3608416]","protein_coding"
"19461","Gulo","gulonolactone (L-) oxidase [Source:MGI Symbol;Acc:MGI:1353434]","protein_coding"
"19462","Nova1","NOVA alternative splicing regulator 1 [Source:MGI Symbol;Acc:MGI:104297]","protein_coding"
"19463","Ubxn10","UBX domain protein 10 [Source:MGI Symbol;Acc:MGI:2443123]","protein_coding"
"19464","Syt3","synaptotagmin III [Source:MGI Symbol;Acc:MGI:99665]","protein_coding"
"19465","Cnga3","cyclic nucleotide gated channel alpha 3 [Source:MGI Symbol;Acc:MGI:1341818]","protein_coding"
"19466","Bdh2","3-hydroxybutyrate dehydrogenase, type 2 [Source:MGI Symbol;Acc:MGI:1917022]","protein_coding"
"19467","Nes","nestin [Source:MGI Symbol;Acc:MGI:101784]","protein_coding"
"19468","S1pr5","sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641]","protein_coding"
"19469","Dok5","docking protein 5 [Source:MGI Symbol;Acc:MGI:1924079]","protein_coding"
"19470","Gm17455","predicted gene, 17455 [Source:MGI Symbol;Acc:MGI:4937089]","protein_coding"
"19471","Treml4","triggering receptor expressed on myeloid cells-like 4 [Source:MGI Symbol;Acc:MGI:1923239]","protein_coding"
"19472","Npb","neuropeptide B [Source:MGI Symbol;Acc:MGI:2387153]","protein_coding"
"19473","Naa11","N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:MGI Symbol;Acc:MGI:2141314]","protein_coding"
"19474","Prodh2","proline dehydrogenase (oxidase) 2 [Source:MGI Symbol;Acc:MGI:1929093]","protein_coding"
"19475","D630023F18Rik","RIKEN cDNA D630023F18 gene [Source:MGI Symbol;Acc:MGI:2138198]","protein_coding"
"19476","Ppp1r26","protein phosphatase 1, regulatory subunit 26 [Source:MGI Symbol;Acc:MGI:2685193]","protein_coding"
"19477","Gabra2","gamma-aminobutyric acid type A receptor subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]","protein_coding"
"19478","Meioc","meiosis specific with coiled-coil domain [Source:MGI Symbol;Acc:MGI:2686410]","protein_coding"
"19479","Celf6","CUGBP, Elav-like family member 6 [Source:MGI Symbol;Acc:MGI:1923433]","protein_coding"
"19480","Wnt3a","wingless-type MMTV integration site family, member 3A [Source:MGI Symbol;Acc:MGI:98956]","protein_coding"
"19481","Cacna1h","calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:MGI Symbol;Acc:MGI:1928842]","protein_coding"
"19482","Fcer1a","Fc receptor, IgE, high affinity I, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95494]","protein_coding"
